10000 17600
4386 5492 11
4387 8823 12
4387 5801 20
4388 8236 7
4388 5663 16
4389 9177 10
4389 5787 18
4390 9405 8
4390 5572 15
4391 7232 6
4391 5550 17
4392 8730 6
4392 5507 15
4393 5775 5
4394 5534 7
4395 5566 14
4396 5538 16
4397 5694 10
4398 6329 10
4398 5670 10
4399 5534 21
4400 5657 7
4401 5533 16
4402 5789 14
4403 5590 13
4404 5639 20
4405 5566 17
4406 5456 5
4407 5689 8
4408 5546 18
4409 5659 19
4410 5619 7
4411 5555 14
4412 8992 18
4412 5585 7
4413 5935 10
4413 5722 14
4414 5515 7
4415 6557 12
4415 5646 5
4416 7387 17
4416 5635 18
4417 5454 19
4418 8368 7
4418 5489 7
4419 5545 15
4420 5853 21
4420 5782 18
4421 5513 11
4422 7620 9
4422 5508 11
4423 5811 5
4423 5562 17
4424 7469 17
4424 5734 20
4425 5679 5
4426 5518 17
4427 5576 16
4428 5825 21
4428 5490 18
4429 5571 6
4430 5785 21
4431 5587 20
4432 5718 10
4433 5601 21
4434 8242 14
4434 5467 17
4435 5677 15
4436 5656 6
4437 6339 8
4437 5754 21
4438 5786 16
4439 5766 16
4440 5470 16
4441 9573 12
4441 5727 21
4442 5714 14
4443 5588 8
4444 5743 18
4445 6205 9
4445 5740 14
4446 5651 5
4447 5570 13
4448 5609 11
4449 7362 17
4449 5740 9
4450 8555 5
4450 5710 17
4451 8643 10
4451 5658 15
4452 7951 5
4452 5620 13
4453 5748 15
4454 5633 10
4455 7572 7
4455 5613 8
4456 5655 6
4457 5563 6
4458 9687 18
4458 5639 7
4459 5499 18
4460 7734 17
4460 5742 19
4461 7886 5
4461 5768 20
4462 5517 14
4463 5534 19
4464 5457 19
4465 5674 20
4466 5490 19
4467 5697 18
4468 5461 10
4469 5699 11
4470 5685 5
4471 5776 7
4472 6992 8
4472 5558 14
4473 5450 14
4474 5707 6
4475 5466 13
4476 8304 16
4476 5493 6
4477 9161 10
4477 5524 5
4478 7596 21
4478 5482 11
4479 5479 19
4480 5724 5
4481 5600 5
4482 6428 7
4482 5491 5
4483 5481 8
4484 5466 5
4485 5676 16
4486 5629 5
4487 5765 12
4488 5718 7
4489 5577 8
4490 5569 13
4491 6411 17
4491 5535 19
4492 5736 9
4493 5744 15
4494 5466 9
4495 5650 17
4496 5780 19
4497 7695 14
4497 5580 16
4498 5621 15
4499 5771 9
4500 9945 19
4500 5767 20
4501 5545 13
4502 5554 18
4503 5624 16
4504 5456 10
4505 5636 21
4506 8366 21
4506 5633 5
4507 5584 10
4508 5763 8
4509 5665 6
4510 5560 16
4511 5662 19
4512 5546 7
4513 7840 9
4513 5532 10
4514 5788 6
4515 5622 5
4516 5461 12
4517 5514 13
4518 6132 12
4518 5553 16
4519 5643 18
4520 5764 17
4521 5540 6
4522 6044 13
4522 5772 5
4523 5735 9
4524 5536 11
4525 5454 12
4526 5673 21
4527 5773 17
4528 5500 5
4529 5534 10
4530 5538 5
4531 5457 7
4532 5791 16
4533 5525 14
4534 5706 8
4535 5651 16
4536 5601 20
4537 5533 20
4538 7841 15
4538 5616 8
4539 5652 12
4540 5628 13
4541 5608 18
4542 5704 8
4543 5735 13
4544 5493 21
4545 5703 21
4546 5647 20
4547 9002 11
4547 5591 20
4548 5662 5
4549 5507 9
4550 5561 18
4551 5661 13
4552 5597 15
4553 5602 10
4554 5797 19
4555 5594 5
4556 7139 12
4556 5642 15
4557 5539 14
4558 5617 10
4559 8393 7
4559 5532 16
4560 5461 6
4561 6798 11
4561 5777 11
4562 5711 10
4563 6722 20
4563 5522 5
4564 7450 5
4564 5480 9
4565 5601 8
4566 7688 9
4566 5543 5
4567 5639 6
4568 5701 14
4569 5714 7
4570 5461 11
4571 7697 20
4571 5714 16
4572 5725 6
4573 5529 10
4574 9383 17
4574 5591 12
4575 5696 16
4576 5658 20
4577 5718 20
4578 6368 20
4578 5669 5
4579 5642 5
4580 5676 11
4581 5459 19
4582 5481 21
4583 5735 6
4584 5704 14
4585 5581 16
4586 5754 17
4587 5579 21
4588 5642 15
4589 6540 10
4589 5541 17
4590 5752 16
4591 5762 17
4592 5596 18
4593 6046 11
4593 5756 20
4594 5755 6
4595 5526 21
4596 5525 7
4597 5712 15
4598 5669 19
4599 5638 21
4600 5803 21
4600 5486 10
4601 6803 7
4601 5782 11
4602 7574 12
4602 5583 11
4603 5771 10
4604 5653 8
4605 5580 7
4606 9899 6
4606 5687 17
4607 7116 17
4607 5513 18
4608 5751 9
4609 7290 8
4609 5576 6
4610 9064 11
4610 5607 18
4611 5761 17
4612 9854 10
4612 5619 9
4613 5735 11
4614 5576 18
4615 6471 16
4615 5636 7
4616 6637 8
4616 5535 11
4617 7209 13
4617 5689 5
4618 9237 7
4618 5669 10
4619 5765 7
4620 8075 18
4620 5453 6
4621 5747 17
4622 5619 10
4623 6494 20
4623 5680 19
4624 5689 17
4625 5774 7
4626 5619 13
4627 9780 18
4627 5587 8
4628 8171 8
4628 5580 5
4629 5529 12
4630 5487 5
4631 5553 16
4632 5661 13
4633 5544 21
4634 5786 14
4635 5512 9
4636 5464 8
4637 5706 6
4638 8541 21
4638 5543 15
4639 5536 7
4640 5694 20
4641 5528 5
4642 5649 11
4643 5728 7
4644 5574 16
4645 5666 19
4646 5736 20
4647 5692 17
4648 6693 11
4648 5637 17
4649 9263 20
4649 5623 9
4650 5590 18
4651 5623 19
4652 5783 14
4653 5698 7
4654 5611 5
4655 5475 6
4656 5613 9
4657 8591 21
4657 5572 11
4658 5501 14
4659 5620 9
4660 5799 8
4661 5637 19
4662 5602 17
4663 5664 7
4664 8963 21
4664 5726 14
4665 5660 15
4666 5549 8
4667 5770 15
4668 5584 16
4669 6925 20
4669 5585 12
4670 9500 20
4670 5688 19
4671 5613 9
4672 5783 14
4673 9950 19
4673 5449 14
4674 5833 7
4674 5608 8
4675 5589 6
4676 8352 16
4676 5768 21
4677 5677 11
4678 5703 10
4679 5614 5
4680 8269 15
4680 5754 14
4681 6580 19
4681 5594 10
4682 5542 19
4683 7988 13
4683 5643 7
4684 5661 15
4685 5621 10
4686 9652 9
4686 5623 14
4687 5483 20
4688 7083 14
4688 5506 20
4689 9193 15
4689 5741 20
4690 8840 8
4690 5579 13
4691 5622 10
4692 7684 13
4692 5606 13
4693 5767 21
4694 5769 8
4695 5522 13
4696 5620 17
4697 5646 14
4698 5614 15
4699 5465 20
4700 9591 10
4700 5530 5
4701 5514 7
4702 5795 13
4703 5569 21
4704 7134 20
4704 5524 8
4705 5775 16
4706 5611 10
4707 5537 9
4708 5757 8
4709 5512 19
4710 5533 9
4711 5670 5
4712 5726 20
4713 5481 21
4714 9306 15
4714 5574 9
4715 6871 15
4715 5586 18
4716 5794 21
4717 5594 12
4718 6384 13
4718 5694 17
4719 5541 13
4720 9703 16
4720 5714 5
4721 5793 16
4722 5593 11
4723 5628 11
4724 5570 18
4725 7095 18
4725 5736 6
4726 5594 14
4727 6488 21
4727 5469 13
4728 5548 7
4729 5457 5
4730 5751 6
4731 5661 9
4732 5729 17
4733 5584 5
4734 7352 17
4734 5627 9
4735 5606 16
4736 5628 13
4737 6100 13
4737 5551 19
4738 7582 9
4738 5530 15
4739 7811 6
4739 5789 21
4740 5770 16
4741 5475 14
4742 5615 16
4743 7346 14
4743 5631 10
4744 5710 17
4745 5727 18
4746 5650 5
4747 9134 16
4747 5530 12
4748 5746 6
4749 5721 18
4750 8523 8
4750 5658 17
4751 5571 15
4752 5549 8
4753 5613 10
4754 9805 12
4754 5658 19
4755 5576 8
4756 6940 11
4756 5697 7
4757 5629 15
4758 6307 15
4758 5539 8
4759 5641 9
4760 5740 11
4761 5606 20
4762 8764 19
4762 5764 13
4763 5691 6
4764 5758 10
4765 5741 10
4766 8640 14
4766 5793 17
4767 5720 10
4768 5663 11
4769 8002 15
4769 5628 5
4770 5557 9
4771 5602 19
4772 5595 19
4773 5664 9
4774 5483 9
4775 5764 5
4776 5486 15
4777 5798 11
4778 5528 5
4779 5648 10
4780 5520 17
4781 5665 21
4782 5675 12
4783 5703 14
4784 5709 9
4785 8464 17
4785 5651 11
4786 5684 5
4787 7935 20
4787 5792 10
4788 9157 12
4788 5498 6
4789 5617 13
4790 5503 7
4791 5502 16
4792 7699 5
4792 5757 7
4793 5694 19
4794 5777 6
4795 5683 6
4796 5751 9
4797 8445 18
4797 5722 14
4798 9509 6
4798 5471 16
4799 5528 17
4800 5572 6
4801 6924 9
4801 5467 6
4802 5732 5
4803 5606 8
4804 5581 14
4805 5798 16
4806 5524 13
4807 5488 18
4808 5564 14
4809 5782 11
4810 5524 9
4811 5788 21
4812 5555 10
4813 8992 7
4813 5592 18
4814 5519 6
4815 6702 20
4815 5566 15
4816 5566 9
4817 7054 7
4817 5499 21
4818 6920 19
4818 5615 7
4819 6676 11
4819 5690 20
4820 5748 18
4821 8461 6
4821 5492 8
4822 5532 9
4823 5773 9
4824 5477 6
4825 8599 10
4825 5591 15
4826 5534 8
4827 5555 17
4828 5578 5
4829 5764 21
4830 8283 13
4830 5625 6
4831 7414 10
4831 5670 19
4832 5567 14
4833 5793 5
4834 7763 17
4834 5601 7
4835 5641 8
4836 5456 12
4837 5560 17
4838 5504 7
4839 5778 5
4840 5786 6
4841 5622 6
4842 5748 6
4843 5527 8
4844 5500 16
4845 6551 13
4845 5580 21
4846 5704 5
4847 5703 21
4848 5466 5
4849 5667 14
4850 9147 13
4850 5715 6
4851 9061 16
4851 5536 21
4852 5601 6
4853 6462 19
4853 5485 14
4854 9753 21
4854 5588 15
4855 5567 19
4856 8675 20
4856 5458 10
4857 8028 17
4857 5541 21
4858 5572 15
4859 5787 7
4860 9799 10
4860 5667 15
4861 5605 21
4862 6360 17
4862 5723 10
4863 9604 14
4863 5472 14
4864 5714 5
4865 5716 18
4866 6969 18
4866 5681 21
4867 5694 17
4868 7157 13
4868 5570 16
4869 9840 15
4869 5668 6
4870 5458 15
4871 6023 20
4871 5635 13
4872 5541 15
4873 5758 10
4874 5520 15
4875 5601 7
4876 9760 17
4876 5625 17
4877 5793 18
4878 7629 10
4878 5649 20
4879 5684 6
4880 5487 7
4881 5749 18
4882 5454 17
4883 5681 17
4884 8222 14
4884 5773 18
4885 5499 6
4886 6689 21
4886 5485 6
4887 5662 5
4888 5638 5
4889 5476 17
4890 5573 17
4891 5712 9
4892 5592 12
4893 5604 19
4894 5732 11
4895 5636 18
4896 8458 18
4896 5459 20
4897 7147 5
4897 5670 10
4898 5455 5
4899 8412 19
4899 5603 20
4900 5650 19
4901 5574 8
4902 5565 7
4903 5452 15
4904 5729 10
4905 5657 13
4906 5533 13
4907 5526 5
4908 8833 17
4908 5518 18
4909 9738 11
4909 5775 10
4910 5456 7
4911 5698 12
4912 7642 8
4912 5501 21
4913 6114 5
4913 5486 17
4914 5508 13
4915 8203 12
4915 5747 9
4916 7764 6
4916 5541 8
4917 5532 5
4918 9325 20
4918 5768 18
4919 5465 16
4920 5578 8
4921 5642 6
4922 5722 18
4923 5689 18
4924 6449 12
4924 5491 15
4925 6166 12
4925 5731 14
4926 5766 13
4927 7735 10
4927 5718 11
4928 5573 20
4929 5469 13
4930 8998 5
4930 5672 10
4931 5648 15
4932 5753 9
4933 5522 15
4934 5506 16
4935 5643 7
4936 5449 5
4937 5760 14
4938 5459 12
4939 7418 17
4939 5623 20
4940 5742 17
4941 5519 12
4942 5723 12
4943 5728 15
4944 5707 14
4945 5471 13
4946 5763 8
4947 5792 8
4948 5498 5
4949 5671 12
4950 5485 5
4951 5463 19
4952 5509 7
4953 5553 18
4954 5702 6
4955 5758 6
4956 5583 13
4957 7622 16
4957 5638 9
4958 5499 17
4959 5713 8
4960 5501 5
4961 8195 16
4961 5549 12
4962 5646 20
4963 6549 17
4963 5729 19
4964 5547 21
4965 5730 19
4966 5462 5
4967 5710 21
4968 5538 21
4969 5657 9
4970 9013 19
4970 5761 9
4971 5531 15
4972 8683 14
4972 5531 19
4973 6546 6
4973 5627 18
4974 9528 14
4974 5787 15
4975 5489 8
4976 7110 9
4976 5685 17
4977 7408 5
4977 5568 13
4978 5774 9
4979 5730 15
4980 7375 19
4980 5687 16
4981 5671 15
4982 5657 20
4983 9991 17
4983 5707 19
4984 5575 11
4985 5518 15
4986 5758 12
4987 5632 12
4988 5593 8
4989 5708 5
4990 8856 15
4990 5689 19
4991 9339 21
4991 5531 10
4992 5663 20
4993 5723 10
4994 5711 16
4995 5480 6
4996 5732 9
4997 5736 5
4998 5466 14
4999 5545 12
5000 9674 21
5000 5449 21
5001 5788 16
5002 7311 15
5002 5636 20
5003 8622 7
5003 5571 8
5004 5800 6
5005 5557 16
5006 5539 19
5007 5863 11
5007 5792 5
5008 5450 5
5009 5602 21
5010 9508 14
5010 5779 13
5011 7494 12
5011 5618 16
5012 5643 18
5013 5618 7
5014 5684 18
5015 5624 18
5016 6880 21
5016 5483 16
5017 5636 11
5018 5511 9
5019 7001 19
5019 5642 9
5020 5800 6
5021 7146 11
5021 5534 14
5022 5719 21
5023 5643 12
5024 5502 5
5025 5598 19
5026 5764 8
5027 5676 20
5028 5454 7
5029 5696 15
5030 5636 13
5031 5649 11
5032 5668 8
5033 5620 12
5034 6736 21
5034 5670 18
5035 9106 18
5035 5614 20
5036 5493 16
5037 5742 16
5038 5726 7
5039 5586 10
5040 5764 19
5041 8643 9
5041 5789 11
5042 5687 19
5043 8786 10
5043 5785 13
5044 5641 20
5045 5449 9
5046 5758 16
5047 5680 13
5048 5670 14
5049 5630 9
5050 5621 17
5051 7481 13
5051 5563 15
5052 7308 5
5052 5575 8
5053 5619 9
5054 5581 9
5055 8828 16
5055 5544 7
5056 5792 14
5057 5990 15
5057 5524 10
5058 5618 12
5059 5782 8
5060 5584 13
5061 5624 7
5062 5656 19
5063 5791 5
5064 8178 7
5064 5766 13
5065 5655 16
5066 5704 20
5067 5627 20
5068 5524 16
5069 8513 21
5069 5700 16
5070 5537 21
5071 5681 12
5072 5584 9
5073 5663 10
5074 5737 6
5075 5522 8
5076 5750 6
5077 5482 13
5078 5755 5
5079 5656 15
5080 7723 6
5080 5491 17
5081 8153 7
5081 5661 5
5082 5710 8
5083 5666 14
5084 8205 10
5084 5551 12
5085 5496 12
5086 5716 19
5087 5643 6
5088 8595 13
5088 5685 21
5089 5753 17
5090 5460 13
5091 7165 7
5091 5455 6
5092 5681 9
5093 5616 7
5094 7554 9
5094 5472 19
5095 5656 11
5096 5695 6
5097 5714 15
5098 7319 18
5098 5495 15
5099 6255 16
5099 5663 21
5100 5481 9
5101 5680 18
5102 9800 7
5102 5656 11
5103 7676 13
5103 5792 5
5104 9159 7
5104 5609 5
5105 5733 11
5106 5544 18
5107 5509 18
5108 5480 18
5109 5656 8
5110 5454 20
5111 9466 20
5111 5541 20
5112 5674 17
5113 5623 20
5114 5670 13
5115 8634 10
5115 5785 16
5116 8921 11
5116 5514 13
5117 5548 6
5118 5592 11
5119 5497 20
5120 5540 13
5121 5516 21
5122 5688 8
5123 5507 10
5124 5679 10
5125 9022 6
5125 5623 9
5126 5643 12
5127 9934 20
5127 5599 7
5128 5502 9
5129 7831 7
5129 5530 16
5130 7035 8
5130 5775 21
5131 5508 5
5132 5634 20
5133 5493 19
5134 5746 21
5135 5550 21
5136 5565 9
5137 5532 8
5138 5640 6
5139 5453 5
5140 5544 8
5141 5640 18
5142 5789 6
5143 5593 5
5144 5573 20
5145 5737 18
5146 5767 21
5147 5487 12
5148 5621 15
5149 5718 10
5150 5760 5
5151 5455 10
5152 5506 14
5153 5539 6
5154 5553 17
5155 6299 7
5155 5658 16
5156 7845 8
5156 5659 16
5157 5451 19
5158 5703 18
5159 5534 9
5160 7041 10
5160 5782 8
5161 7655 8
5161 5754 17
5162 7884 21
5162 5593 17
5163 5627 5
5164 8615 11
5164 5511 20
5165 5633 12
5166 5787 17
5167 7447 16
5167 5789 13
5168 5797 10
5169 5629 16
5170 5581 5
5171 5619 21
5172 5512 17
5173 5667 16
5174 5601 9
5175 5800 8
5176 5747 16
5177 5665 18
5178 5663 11
5179 8904 10
5179 5603 13
5180 5657 12
5181 5454 17
5182 5689 21
5183 5487 20
5184 5651 19
5185 5637 11
5186 5513 11
5187 5662 13
5188 5617 16
5189 5464 16
5190 5747 20
5191 5647 12
5192 5525 11
5193 5765 17
5194 5560 5
5195 5454 21
5196 9180 21
5196 5733 15
5197 5496 21
5198 5672 7
5199 5494 20
5200 5616 9
5201 5497 14
5202 5603 19
5203 9666 11
5203 5713 9
5204 8207 21
5204 5745 14
5205 9481 16
5205 5468 20
5206 8212 14
5206 5581 8
5207 8473 11
5207 5591 15
5208 8577 19
5208 5721 10
5209 5508 8
5210 5686 5
5211 5760 11
5212 6335 15
5212 5611 18
5213 5698 13
5214 5759 9
5215 5588 19
5216 5481 11
5217 5476 20
5218 5755 11
5219 5590 18
5220 6181 13
5220 5634 9
5221 5698 14
5222 6167 14
5222 5481 14
5223 5500 16
5224 8134 14
5224 5738 10
5225 5737 12
5226 5494 16
5227 5456 16
5228 5537 20
5229 5453 12
5230 5794 18
5231 5792 20
5232 5721 20
5233 9875 15
5233 5645 17
5234 5739 6
5235 5648 12
5236 5753 5
5237 5505 15
5238 5460 5
5239 6203 14
5239 5491 14
5240 5761 20
5241 5632 18
5242 7862 18
5242 5667 8
5243 5670 7
5244 5789 11
5245 9609 18
5245 5482 14
5246 5730 9
5247 5668 17
5248 5766 10
5249 5639 14
5250 5679 13
5251 6489 13
5251 5489 5
5252 7850 6
5252 5768 10
5253 5459 8
5254 5704 16
5255 5509 6
5256 5643 12
5257 5759 11
5258 5649 7
5259 5477 15
5260 5485 8
5261 5668 18
5262 9101 5
5262 5694 17
5263 5668 20
5264 5484 18
5265 5667 13
5266 5690 20
5267 5544 9
5268 5604 12
5269 5632 5
5270 5574 5
5271 5514 6
5272 5683 6
5273 5494 11
5274 5641 19
5275 5728 18
5276 5536 13
5277 5458 8
5278 5570 12
5279 5784 10
5280 5539 13
5281 5793 19
5282 5535 13
5283 5553 9
5284 5685 19
5285 5551 21
5286 5539 12
5287 5650 17
5288 8236 16
5288 5726 11
5289 5772 17
5290 5956 12
5290 5784 19
5291 8953 5
5291 5572 17
5292 5577 18
5293 6171 11
5293 5454 14
5294 5766 20
5295 5605 13
5296 5605 19
5297 5657 16
5298 5549 21
5299 6118 6
5299 5668 7
5300 5513 14
5301 5606 18
5302 5534 20
5303 5477 7
5304 5462 13
5305 9530 11
5305 5754 7
5306 5501 7
5307 5584 13
5308 9251 9
5308 5512 17
5309 5654 20
5310 5743 5
5311 5492 16
5312 5571 11
5313 6554 17
5313 5460 15
5314 5717 15
5315 5706 11
5316 5734 17
5317 5692 7
5318 8942 13
5318 5725 10
5319 7658 11
5319 5631 18
5320 5789 6
5321 5512 15
5322 7058 13
5322 5509 18
5323 5525 21
5324 5671 6
5325 5680 8
5326 5549 13
5327 9701 14
5327 5524 15
5328 5455 14
5329 7212 6
5329 5624 5
5330 5783 10
5331 7945 18
5331 5664 20
5332 5549 8
5333 5511 13
5334 7945 15
5334 5505 20
5335 5457 17
5336 5682 19
5337 5573 10
5338 5636 12
5339 6678 13
5339 5693 6
5340 5706 21
5341 7657 18
5341 5664 10
5342 6955 10
5342 5573 15
5343 7405 15
5343 5554 12
5344 5721 7
5345 5721 12
5346 5540 5
5347 5788 14
5348 5766 19
5349 5567 5
5350 5676 15
5351 8415 21
5351 5724 17
5351 5705 16
5352 5553 14
5353 5503 18
5354 5701 18
5355 5450 7
5356 5646 19
5357 5719 7
5358 7454 12
5358 5791 9
5359 5676 11
5360 5673 9
5361 5602 13
5362 5658 6
5363 5506 13
5364 5514 9
5365 5639 20
5366 6107 6
5366 5619 16
5367 5562 16
5368 5488 8
5369 5552 8
5370 5463 5
5371 5706 11
5372 5487 19
5373 5640 21
5374 5525 12
5375 5466 9
5376 5641 8
5377 5682 6
5378 5630 15
5379 6073 5
5379 5493 14
5380 5653 16
5381 5541 18
5382 5778 16
5383 5757 8
5384 5710 19
5385 5482 15
5386 9991 7
5386 5558 21
5387 5546 20
5388 5480 13
5389 5674 20
5390 5680 14
5391 5570 16
5392 5629 14
5393 5538 17
5394 5764 13
5395 8777 7
5395 5607 8
5396 5536 10
5397 5600 7
5398 5753 14
5399 5575 14
5400 5466 8
5401 5620 15
5402 5492 18
5403 5604 17
5404 5490 15
5405 5756 5
5406 9031 21
5406 5567 6
5407 5699 11
5408 5544 11
5409 5780 16
5410 5653 12
5411 5660 14
5412 5539 7
5413 7495 10
5413 5709 11
5414 5505 19
5415 5587 17
5416 5504 6
5417 5682 13
5418 5480 13
5419 5514 12
5420 6352 8
5420 5760 19
5421 8208 5
5421 5564 13
5422 8157 13
5422 5607 7
5423 5748 8
5424 6006 16
5424 5671 10
5425 5648 9
5426 5657 5
5427 5587 12
5428 9460 9
5428 5711 20
5429 5626 12
5430 7329 20
5430 5745 7
5431 8278 9
5431 5547 18
5432 9446 5
5432 5588 13
5433 5609 8
5434 7866 15
5434 5494 21
5435 9741 20
5435 5573 11
5436 8880 9
5436 5791 5
5437 5521 6
5438 5457 10
5439 5687 19
5440 5495 20
5441 8953 20
5441 5476 13
5442 7981 5
5442 5652 13
5443 5568 19
5444 6714 12
5444 5772 15
5445 5732 21
5446 5658 13
5447 5689 13
5448 5567 13
5449 6608 19
5449 6058 19
5449 6298 16
5449 6499 9
5450 6065 14
5450 6656 5
5451 9753 6
5451 5821 19
5452 6797 11
5452 6945 19
5453 6801 10
5453 5961 10
5453 6287 5
5454 8484 6
5454 6941 18
5455 6777 19
5455 5952 18
5455 6459 18
5455 6577 9
5456 9398 17
5456 6399 5
5457 6225 8
5458 6155 13
5458 6193 13
5459 6292 13
5459 6501 8
5459 6519 13
5460 5904 15
5460 5857 20
5460 6025 15
5460 6444 8
5460 6733 12
5461 6057 18
5462 9947 18
5462 6980 8
5462 5945 9
5462 6550 7
5462 6585 18
5462 6618 11
5462 6671 20
5463 6150 19
5463 6016 8
5463 6514 18
5463 6948 14
5464 8983 21
5464 6110 10
5464 6662 16
5465 8251 10
5465 6637 18
5465 6876 9
5466 7329 21
5466 6640 20
5466 6230 5
5467 5854 16
5467 6688 13
5467 6769 19
5468 6318 20
5468 5881 14
5468 6123 17
5468 6234 5
5468 6355 9
5469 9346 10
5469 6042 18
5469 6584 5
5470 6017 7
5470 5914 19
5470 6296 18
5470 6387 5
5471 6710 10
5472 6856 18
5472 6088 11
5472 6195 7
5472 6568 19
5473 6302 8
5473 6697 5
5473 6767 14
5474 6939 10
5474 6686 21
5474 6701 10
5474 6864 10
5475 6530 7
5475 6391 17
5475 6961 19
5475 6979 21
5476 6802 14
5476 6745 11
5476 6923 10
5476 6971 17
5477 6470 21
5477 6028 18
5477 6277 12
5478 6932 20
5478 5815 12
5478 6304 21
5478 6776 12
5478 6807 21
5479 6860 5
5479 6024 10
5479 6164 6
5479 6340 13
5479 6949 11
5480 6132 11
5480 5953 21
5480 6362 8
5481 7448 13
5481 6835 21
5481 6149 8
5481 6704 15
5482 6370 13
5482 6119 12
5482 6458 12
5482 6553 16
5482 6785 6
5483 6515 12
5483 6729 21
5484 6005 10
5484 6952 21
5485 6489 12
5486 6056 18
5486 5884 20
5486 5972 19
5486 5973 16
5487 6196 17
5487 6685 10
5488 6770 6
5488 5879 19
5488 5934 6
5488 6429 21
5488 6581 10
5489 7233 17
5489 6209 14
5489 6253 11
5489 6498 14
5489 6881 21
5490 6404 9
5490 6141 7
5491 6081 11
5491 6108 7
5491 6224 21
5492 9848 13
5492 6817 11
5492 5855 9
5492 6083 8
5492 6101 11
5492 6245 6
5492 6365 12
5492 6972 6
5493 6965 14
5494 6401 20
5494 5850 9
5494 5877 17
5494 6145 13
5494 6531 11
5494 6818 7
5494 6878 6
5495 6433 16
5495 5805 20
5495 6338 7
5495 6899 15
5496 7103 20
5496 6407 15
5496 6956 20
5497 7680 8
5497 6763 6
5497 5931 19
5497 6587 15
5498 5932 19
5498 5927 19
5498 6228 9
5498 6379 10
5499 5998 10
5500 6719 17
5501 6902 16
5501 6186 19
5501 6463 20
5502 6255 11
5502 6478 7
5502 6655 6
5503 8204 5
5503 6367 12
5503 6412 15
5503 6758 12
5504 6278 15
5504 6310 14
5505 9705 16
5505 6778 12
5505 6313 7
5505 6974 10
5506 9347 6
5506 6901 18
5506 6667 8
5506 6746 20
5507 6363 18
5507 5859 19
5507 6090 18
5508 6575 10
5508 5903 15
5508 6576 8
5508 6843 13
5509 6166 13
5509 6214 11
5509 6559 21
5509 6828 19
5509 6919 6
5510 6613 21
5511 6194 21
5511 5900 8
5512 5872 14
5513 5845 20
5513 5919 12
5513 6210 16
5513 6468 20
5513 6622 13
5513 6973 18
5514 6062 17
5514 5828 15
5514 5894 17
5514 6346 13
5515 6306 18
5515 5991 18
5515 6544 9
5515 6547 16
5515 6812 7
5516 6782 15
5516 6561 7
5516 6721 20
5517 6515 7
5517 6760 16
5518 5871 19
5518 6420 20
5518 6624 21
5519 9044 11
5519 6065 18
5519 6756 20
5520 6980 13
5520 5917 17
5520 6325 11
5520 6808 13
5521 6197 12
5521 6116 5
5521 6490 17
5521 6629 10
5522 8908 13
5522 6231 17
5522 5874 19
5522 6153 5
5523 6543 19
5523 5818 7
5523 6904 10
5524 6841 12
5524 6621 11
5524 6887 10
5524 6947 16
5525 6290 9
5525 6127 6
5526 6039 5
5526 5910 19
5526 6043 21
5526 6696 6
5527 6233 10
5527 5975 10
5527 6220 15
5527 6333 11
5527 6529 18
5527 6672 19
5528 5978 17
5528 6148 19
5528 6282 19
5529 6657 20
5529 5916 12
5529 6962 10
5530 6235 9
5530 6653 7
5531 6713 9
5531 6092 9
5532 9187 21
5532 6728 5
5532 6457 19
5532 6605 6
5533 6663 19
5533 6146 7
5533 6649 11
5533 6966 20
5534 5844 5
5534 6099 12
5535 6625 12
5535 5957 20
5535 6087 21
5536 6315 21
5537 6074 21
5537 6393 12
5537 6415 12
5538 6861 5
5538 5864 15
5538 6353 6
5538 6566 8
5539 6747 11
5540 6291 21
5541 6161 21
5541 6724 9
5541 6780 15
5542 6768 21
5542 6120 5
5543 8497 16
5543 6279 17
5544 6964 17
5544 6929 10
5545 6893 19
5545 6137 15
5545 6263 13
5546 6863 8
5547 7564 16
5547 6441 7
5547 6061 14
5548 6930 14
5548 6001 8
5549 9657 10
5549 6474 8
5549 6138 8
5549 6366 11
5550 5851 11
5550 6064 17
5551 9690 6
5551 6783 7
5551 6641 9
5551 6875 5
5552 6000 16
5552 5856 9
5553 6865 11
5553 6695 5
5554 9775 20
5554 6268 18
5555 6784 18
5555 5982 13
5555 6271 6
5555 6473 19
5555 6492 11
5556 6555 7
5556 6731 21
5557 6840 15
5557 6226 18
5558 6201 9
5559 6182 5
5559 5895 17
5559 6324 11
5559 6634 6
5560 6400 15
5560 6738 21
5561 7572 10
5561 5907 21
5562 7233 5
5562 6349 10
5562 5954 16
5563 6152 7
5563 6131 7
5564 6718 10
5564 6135 8
5565 5993 11
5565 5941 14
5565 6048 11
5566 6508 11
5566 6140 18
5566 6439 9
5567 5839 19
5567 5986 15
5567 6611 7
5568 6268 5
5568 6236 19
5568 6977 7
5569 8878 6
5569 6382 5
5569 6455 20
5569 6645 19
5570 6289 21
5570 5809 12
5570 5848 6
5570 6928 18
5571 6239 18
5571 6223 19
5571 6331 17
5572 6423 18
5573 7729 14
5573 6170 7
5573 6301 16
5573 6516 7
5573 6690 13
5574 8900 21
5574 6543 20
5574 6032 6
5574 6343 9
5574 6699 17
5575 6008 15
5575 5810 20
5575 6232 11
5575 6254 5
5575 6274 7
5575 6548 15
5575 6626 5
5575 6773 19
5575 6942 14
5576 6877 16
5576 6029 15
5576 6055 21
5577 6779 10
5577 6104 10
5578 6714 20
5578 5812 16
5578 5997 9
5578 6165 21
